id,loan_status
58645,0.99710923
58646,0.021119416
58647,0.60507965
58648,0.008556843
58649,0.051002108
58650,0.96418154
58651,0.000615765
58652,0.0055594565
58653,0.47186652
58654,0.011216318
58655,0.11536393
58656,0.062074877
58657,0.02660887
58658,0.00294969
58659,0.013209683
58660,0.10743429
58661,0.022249958
58662,0.0014222345
58663,0.04981656
58664,0.0020426253
58665,0.017821606
58666,0.01380795
58667,0.002197944
58668,0.007573848
58669,0.007350784
58670,0.0004291216
58671,0.18228014
58672,0.0024758894
58673,0.9489339
58674,0.00035002752
58675,0.0092294365
58676,0.14185847
58677,0.039349657
58678,0.00419207
58679,0.27231765
58680,0.98531055
58681,0.024827514
58682,0.0014897443
58683,0.0023830584
58684,0.20468299
58685,0.1808277
58686,0.019308086
58687,0.5125789
58688,0.088148326
58689,0.21301357
58690,0.00013934527
58691,0.012695612
58692,0.012030877
58693,0.008475505
58694,0.19635296
58695,0.9653947
58696,0.01019607
58697,0.028760884
58698,0.009073665
58699,0.0060554617
58700,0.006447931
58701,0.0031593933
58702,0.017632846
58703,0.14670101
58704,0.41929492
58705,0.055262197
58706,0.017834406
58707,0.01071727
58708,0.032175433
58709,0.88542557
58710,0.061080832
58711,0.9436185
58712,0.12225046
58713,0.0012228019
58714,0.013526057
58715,0.0039054074
58716,0.20443526
58717,0.023240801
58718,0.1042439
58719,0.0071568163
58720,0.00031565054
58721,0.07854089
58722,0.24808443
58723,0.01126514
58724,0.011846861
58725,0.01326111
58726,0.011160105
58727,0.15023026
58728,0.14827506
58729,0.011381647
58730,0.002329601
58731,0.008802663
58732,0.26869375
58733,0.00027795075
58734,0.009717779
58735,0.0152250845
58736,0.055883497
58737,0.025639508
58738,0.9921051
58739,0.37304315
58740,0.914742
58741,0.04614068
58742,0.0015843452
58743,0.010367418
58744,0.0041746716
58745,0.007114064
58746,0.041999914
58747,0.001896345
58748,0.026938591
58749,0.009328169
58750,0.0060927947
58751,0.027806064
58752,0.8749498
58753,0.001581847
58754,0.048071913
58755,0.11223636
58756,0.0036861286
58757,0.040227044
58758,0.00568363
58759,0.0028482152
58760,0.0011143476
58761,0.00738852
58762,0.002121761
58763,0.95324343
58764,0.0014832173
58765,0.011725732
58766,0.004579167
58767,0.0076559177
58768,0.9298471
58769,0.0024651855
58770,0.030772913
58771,0.043789096
58772,0.013990233
58773,0.019574603
58774,0.0072646225
58775,0.9258531
58776,0.8667971
58777,0.005331276
58778,0.07191866
58779,0.032010578
58780,0.009374165
58781,0.037599303
58782,0.06258375
58783,0.048029117
58784,0.007823935
58785,0.0015469765
58786,0.061928123
58787,0.046913125
58788,0.13765368
58789,0.019633297
58790,0.022576477
58791,0.101598576
58792,0.00032144683
58793,0.046690606
58794,0.005972639
58795,0.012611804
58796,0.016980536
58797,0.019656641
58798,0.076616146
58799,0.82824945
58800,0.03399285
58801,0.0020292322
58802,0.87610644
58803,0.16136268
58804,0.51007247
58805,0.89166415
58806,0.06168465
58807,0.017412875
58808,0.010409112
58809,0.977318
58810,0.8869298
58811,0.019333068
58812,0.026331792
58813,0.0718088
58814,0.04931774
58815,0.0069225905
58816,0.010468352
