id,loan_status
58645,0.99764794
58646,0.020973127
58647,0.667327
58648,0.010933946
58649,0.050450794
58650,0.9700877
58651,0.0006233943
58652,0.005813324
58653,0.48193544
58654,0.010513023
58655,0.12309988
58656,0.053081483
58657,0.030358607
58658,0.0029766983
58659,0.013240481
58660,0.11072244
58661,0.022843603
58662,0.0014632086
58663,0.05071206
58664,0.0015859893
58665,0.018105717
58666,0.013285926
58667,0.0019427842
58668,0.007183998
58669,0.0062870956
58670,0.0004256127
58671,0.1890462
58672,0.0020433033
58673,0.9428757
58674,0.00020846182
58675,0.008601075
58676,0.14244752
58677,0.039726082
58678,0.00406138
58679,0.26160043
58680,0.98593587
58681,0.027098486
58682,0.0013043614
58683,0.0022209354
58684,0.2239451
58685,0.19589141
58686,0.017432448
58687,0.5499633
58688,0.07019848
58689,0.23647316
58690,8.363506e-05
58691,0.013873476
58692,0.012817862
58693,0.009631066
58694,0.17965233
58695,0.96364194
58696,0.008872798
58697,0.029685235
58698,0.008621505
58699,0.0058509368
58700,0.0073463703
58701,0.0032427355
58702,0.018073943
58703,0.13970396
58704,0.39075512
58705,0.058001
58706,0.014191577
58707,0.012737882
58708,0.03323829
58709,0.8739767
58710,0.055264853
58711,0.93054074
58712,0.14700346
58713,0.0011516938
58714,0.010441792
58715,0.003302846
58716,0.19639468
58717,0.024391856
58718,0.11277107
58719,0.005666891
58720,0.00022707004
58721,0.08706854
58722,0.25981098
58723,0.007698218
58724,0.010700548
58725,0.01571873
58726,0.011508133
58727,0.14981043
58728,0.1461713
58729,0.00816043
58730,0.001956419
58731,0.007820012
58732,0.25672612
58733,0.00031276056
58734,0.008428461
58735,0.015777787
58736,0.061027505
58737,0.023394827
58738,0.9916959
58739,0.3762586
58740,0.91874945
58741,0.04110229
58742,0.0015418893
58743,0.010469966
58744,0.0044618277
58745,0.0071846955
58746,0.039620884
58747,0.001988484
58748,0.04047677
58749,0.009200993
58750,0.007962203
58751,0.032167424
58752,0.8426957
58753,0.0020431075
58754,0.04747825
58755,0.11045251
58756,0.003342757
58757,0.040210515
58758,0.0049658725
58759,0.003515567
58760,0.00096513436
58761,0.00805925
58762,0.001596923
58763,0.9522049
58764,0.00092453667
58765,0.011405091
58766,0.0053089587
58767,0.0067770793
58768,0.93431294
58769,0.003481907
58770,0.03282798
58771,0.04356695
58772,0.013320473
58773,0.022566136
58774,0.010075816
58775,0.9125315
58776,0.88659304
58777,0.0053697107
58778,0.06651567
58779,0.036223523
58780,0.009129039
58781,0.040883362
58782,0.08521362
58783,0.050821446
58784,0.008046489
58785,0.0012981562
58786,0.05512377
58787,0.04084557
58788,0.13820684
58789,0.017196037
58790,0.022904221
58791,0.09995688
58792,0.00026971725
58793,0.045122895
58794,0.004893274
58795,0.013736139
58796,0.015992071
58797,0.020163128
58798,0.07323326
58799,0.8455595
58800,0.03465361
58801,0.001838886
58802,0.8474107
58803,0.16070588
58804,0.51948243
58805,0.91142255
58806,0.071678855
58807,0.014259828
58808,0.0058555184
58809,0.9780792
58810,0.87023705
58811,0.019253341
58812,0.027897645
58813,0.060135383
58814,0.053278916
58815,0.0052619604
58816,0.012444502
58817,0.0025075749
58818,0.026284736
58819,0.16015561
58820,0.0012951106
58821,0.022911262
58822,0.002224593
58823,0.14173777
58824,0.057503402
58825,0.00091253966
58826,0.044117227
58827,0.014829913
58828,0.0029140022
58829,0.093796566
58830,0.011705396
58831,0.22242415
58832,0.004608927
58833,0.0054322877
58834,0.0040263897
58835,0.9627884
58836,0.014395153
58837,0.08976932
58838,0.0035044863
58839,0.0005505307
58840,0.0069809943
58841,0.9167631
58842,0.0011812432
58843,0.008804297
58844,0.04813954
58845,0.07792235
58846,0.00017032237
58847,0.94801617
58848,0.13528974
58849,0.12502488
58850,0.0139965415
58851,0.06535632
58852,0.42696065
58853,0.014420822
58854,0.9982232
58855,0.44431955
58856,0.0015645927
58857,0.036613706
58858,0.18434101
58859,0.0071110567
58860,0.0023070122
58861,0.027384197
58862,0.12290065
58863,0.23053828
58864,0.006974984
58865,0.23573622
58866,0.0062317764
58867,0.00012766621
58868,0.028826077
58869,0.009287359
58870,0.16116138
58871,0.0015352913
58872,0.0151509745
58873,0.009397638
58874,0.95916843
58875,0.0065271505
58876,0.0040714564
58877,0.0003184998
58878,0.033667304
58879,0.0041487133
58880,0.00384556
58881,0.022396054
58882,0.0012323111
58883,0.20279995
58884,0.119584516
58885,0.09198991
58886,0.0010305641
58887,0.87822354
58888,0.13538165
58889,0.9845923
58890,0.0934129
58891,0.51118624
58892,0.030441752
58893,0.030610776
58894,0.09130047
58895,0.00077491807
58896,0.0026038203
58897,0.023332214
58898,0.16057643
58899,0.9550353
58900,0.012514117
58901,0.12286719
58902,0.12837844
58903,0.0011355967
58904,0.032881945
58905,0.003216297
58906,0.07243173
58907,0.043524407
58908,0.017911548
58909,0.037799586
58910,0.0065858536
58911,0.023553168
58912,0.00045064976
58913,0.15593514
58914,0.01632247
58915,0.011015239
58916,0.02136256
58917,0.042922087
58918,0.010708821
58919,0.004552484
58920,0.11705385
58921,0.0027138446
58922,0.038773637
58923,0.0019174177
58924,0.0327801
58925,0.01012014
58926,0.09621173
58927,0.028317709
58928,0.09217803
58929,0.0011764006
58930,0.010113683
58931,0.9574087
58932,0.91965693
58933,0.3803152
58934,0.041451655
58935,0.015713697
58936,0.040721558
58937,0.01456506
58938,0.007655849
58939,0.004268569
58940,0.0034160994
58941,0.9610535
58942,0.9281858
58943,0.050652944
58944,0.0102805775
58945,0.017779585
58946,0.01904907
58947,0.010800556
58948,0.024650093
58949,0.003639356
58950,0.47867256
58951,0.048220508
58952,0.0120421
58953,0.003304173
58954,0.99596834
58955,0.015193393
58956,0.0009621776
58957,0.98806953
58958,0.9988602
58959,0.0038455098
58960,0.03717186
58961,0.0071179494
58962,0.07181211
58963,0.0916271
58964,0.02518453
58965,0.01865994
58966,0.02502405
58967,0.002567309
58968,0.010822828
58969,0.22512777
58970,0.0034723147
58971,0.11938413
58972,0.030258205
58973,0.98952293
58974,0.13285768
58975,0.05177883
58976,0.023806542
58977,0.047931153
58978,0.040471293
58979,0.012622943
58980,0.007975184
58981,0.001077841
58982,0.0061743706
58983,0.002516652
58984,0.014438083
58985,0.041237555
58986,0.9837471
58987,0.0021175449
58988,0.026098002
58989,0.021185106
58990,0.0010695863
58991,0.021670103
58992,0.014656353
58993,0.0008825506
58994,0.010497341
58995,0.99962807
58996,0.017520979
58997,0.8594039
58998,0.0040746825
58999,0.00872916
59000,0.07642669
59001,0.14749417
59002,0.14069661
59003,0.033158578
59004,0.040150072
59005,0.0014493137
59006,0.024781862
59007,0.02264003
59008,0.99453413
59009,0.018244173
59010,0.0056674993
59011,0.009722418
59012,0.026992282
59013,0.002292449
59014,0.006289219
59015,0.17050715
59016,0.009116861
59017,0.010837041
59018,0.03937618
59019,0.0053980714
59020,0.0041544205
59021,0.022933315
59022,0.041996606
59023,0.9470628
59024,0.03770093
59025,0.9870303
59026,0.018068328
59027,0.0028202601
59028,0.027572904
59029,0.087272525
59030,0.0033706021
59031,0.8701828
59032,0.7905172
59033,0.07303421
59034,0.06220184
59035,0.015144646
59036,0.063035585
59037,0.09799386
59038,0.011608342
59039,0.022736128
59040,0.0097116735
59041,0.010484153
59042,0.048347916
59043,0.9261991
59044,0.002843928
59045,0.010013953
59046,0.42685014
59047,0.37108684
59048,0.0060402835
59049,0.040677026
59050,0.0017272513
59051,0.026001606
59052,0.0024611836
59053,0.0363244
59054,0.027182365
59055,0.043092325
59056,0.0035259575
59057,0.934488
59058,0.0053119883
59059,0.20122102
59060,0.0029802502
59061,0.01681078
59062,0.015555253
59063,0.0010802526
59064,0.0084329145
59065,0.00025755228
59066,0.034420867
59067,0.0020874287
59068,0.02737785
59069,0.032502096
59070,0.007375439
59071,0.12399533
59072,0.007752241
59073,0.9705246
59074,0.015581158
59075,0.0087946765
59076,0.032615867
59077,0.99511755
59078,0.042903602
59079,0.067035235
59080,0.0025351055
59081,0.018624984
59082,0.04301741
59083,0.0069488464
59084,0.00049083197
59085,0.019227196
59086,0.16952765
59087,0.15534344
59088,0.031801168
59089,0.028490966
59090,0.036679097
59091,0.0022821885
59092,0.111111835
59093,0.012679324
59094,0.0055090934
59095,0.0004047859
59096,0.988373
59097,0.043654405
59098,0.022621471
59099,0.0043749847
59100,0.003580698
59101,0.009392071
59102,0.021055104
59103,0.023697035
59104,0.00011908218
59105,0.052457877
59106,0.0003165855
59107,0.037682585
59108,0.050097775
59109,0.044209443
59110,0.012467362
59111,0.005791241
59112,0.023124963
59113,0.96285516
59114,0.038334336
59115,0.1477265
59116,0.0017814224
59117,0.00458335
59118,0.027924677
59119,0.012563691
59120,0.0011160101
59121,0.0102257
59122,0.023584973
59123,0.992959
59124,0.92433757
59125,0.03698588
59126,0.84170437
59127,0.011587226
59128,0.008870031
59129,0.003630979
59130,0.021914784
59131,0.040549885
59132,0.13871485
59133,0.6665076
59134,0.045925684
59135,0.00018490019
59136,0.0047592213
59137,0.032031376
59138,0.012584967
59139,0.0025983176
59140,0.024591748
59141,0.9667643
59142,0.16593699
59143,0.014849128
59144,0.009443212
59145,0.033139564
59146,0.05140713
59147,0.016195495
59148,0.013647521
59149,0.008464796
59150,0.005636707
59151,0.019437337
59152,0.010878986
59153,0.00215926
59154,0.052639138
59155,0.14036159
59156,0.09127518
59157,0.016429428
59158,0.030858774
59159,0.009210467
59160,0.05848028
59161,0.006564529
59162,0.0067678466
59163,0.017075887
59164,0.02663446
59165,0.0974385
59166,0.002108287
59167,0.015967721
59168,0.08581878
59169,0.9683639
59170,0.02279717
59171,0.00588278
59172,0.25302944
59173,0.001967756
59174,0.0027626273
59175,0.0020341878
59176,0.033179637
59177,0.0025257985
59178,0.001948061
59179,0.0036421972
59180,0.19539693
59181,0.36527878
59182,0.97196215
59183,0.029514063
59184,0.037857924
59185,0.167561
59186,0.012134221
59187,0.004446137
59188,0.020112848
59189,0.020243984
59190,0.0016187734
59191,0.013234919
59192,0.27995124
