id,loan_status
58645,0.9969772
58646,0.021348324
58647,0.61813486
58648,0.009038928
58649,0.06104237
58650,0.95941126
58651,0.0007493319
58652,0.0058441847
58653,0.49103555
58654,0.0137201445
58655,0.09730356
58656,0.065108
58657,0.032086477
58658,0.0028217551
58659,0.01356456
58660,0.10731827
58661,0.021713687
58662,0.0012752375
58663,0.047551185
58664,0.0016432166
58665,0.017632162
58666,0.01290641
58667,0.0023952494
58668,0.0070720525
58669,0.006360906
58670,0.00047187516
58671,0.20407562
58672,0.002161549
58673,0.9470247
58674,0.00047685337
58675,0.008822231
58676,0.15468544
58677,0.035564918
58678,0.0058779195
58679,0.2932219
58680,0.98255813
58681,0.025738424
58682,0.0015762018
58683,0.0016941081
58684,0.19852725
58685,0.17217854
58686,0.018964207
58687,0.5576533
58688,0.06926009
58689,0.2511637
58690,0.00010300938
58691,0.013661057
58692,0.015166867
58693,0.007829329
58694,0.17884305
58695,0.9564992
58696,0.01055439
58697,0.03082401
58698,0.009497259
58699,0.0069603114
58700,0.006089824
58701,0.003278365
58702,0.019187195
58703,0.15018326
58704,0.45385256
58705,0.0686733
58706,0.016852928
58707,0.011449123
58708,0.033542175
58709,0.87166196
58710,0.05977291
58711,0.93643266
58712,0.13399275
58713,0.0011058638
58714,0.012894712
58715,0.0041741133
58716,0.21535516
58717,0.023610234
58718,0.09691714
58719,0.0069829375
58720,0.00016914759
58721,0.067051716
58722,0.23027226
58723,0.0103495065
58724,0.011844392
58725,0.013716807
58726,0.012203286
58727,0.15685596
58728,0.13593788
58729,0.0091830185
58730,0.0022756045
58731,0.008782527
58732,0.2365998
58733,0.00018725145
58734,0.011095562
58735,0.016791098
58736,0.061716747
58737,0.026615804
58738,0.9910638
58739,0.3436502
58740,0.90598905
58741,0.05218644
58742,0.0016828167
58743,0.010877551
58744,0.004237786
58745,0.0054771323
58746,0.04003445
58747,0.0022316515
58748,0.026931887
58749,0.010549873
58750,0.007403641
58751,0.029527077
58752,0.8730968
58753,0.0017981278
58754,0.04795111
58755,0.10688074
58756,0.0031156724
58757,0.03830097
58758,0.0056600063
58759,0.0033505403
58760,0.0010812033
58761,0.008873491
58762,0.0019428156
58763,0.9526149
58764,0.0013098058
58765,0.014808318
58766,0.0055986093
58767,0.0071828538
58768,0.93571794
58769,0.0028634532
58770,0.028614998
58771,0.047671866
58772,0.014158433
58773,0.021544684
58774,0.009044923
58775,0.9204623
58776,0.8771905
58777,0.0063593364
58778,0.08077051
58779,0.034453727
58780,0.009906895
58781,0.04022107
58782,0.07632261
58783,0.054748207
58784,0.008576439
58785,0.001521248
58786,0.051820874
58787,0.04408996
58788,0.1319966
58789,0.018296659
58790,0.024014592
58791,0.10261448
58792,0.00030676305
58793,0.047603432
58794,0.006281038
58795,0.014816269
58796,0.017565439
58797,0.025695944
58798,0.071571276
58799,0.8351903
58800,0.036313307
58801,0.0019774954
58802,0.8647853
58803,0.17377105
58804,0.50012386
58805,0.88147753
58806,0.064537585
58807,0.01472087
58808,0.009168742
58809,0.97703284
58810,0.89676267
58811,0.020146772
58812,0.027206805
58813,0.06520979
58814,0.051986206
58815,0.0053149634
58816,0.010929102
58817,0.0019136269
58818,0.034073014
58819,0.16218665
58820,0.0014015704
58821,0.0275004
58822,0.0019492013
58823,0.12654723
58824,0.05282647
58825,0.0012285967
58826,0.04956382
58827,0.017820384
58828,0.0032354314
58829,0.09575165
58830,0.010018919
58831,0.23029912
58832,0.0056427564
58833,0.00607144
58834,0.004659391
58835,0.96343917
58836,0.020650094
58837,0.0916656
58838,0.004673469
58839,0.00056683854
58840,0.0071760365
58841,0.9288697
58842,0.001704731
58843,0.011543716
58844,0.046646982
58845,0.06143
58846,0.00017693112
58847,0.95305
58848,0.104780495
58849,0.13762216
58850,0.014708353
58851,0.07246785
58852,0.4322528
58853,0.01629828
58854,0.9971088
58855,0.3794981
58856,0.0017396581
58857,0.04659921
58858,0.17940891
58859,0.007474485
58860,0.0022528819
58861,0.026037747
